sentence,difficulty
"The steam spiraled around the groups of palm trees, between which appeared picturesque bungalows.",B2
"The garden is long and narrow, there is a swing at the bottom and a barbecue, close to the terrace, on which is placed a deckchair",B1
"The bus is certainly very practical, but very dependent on the quality of traffic.",B2
"Our cart had crossed the top of another mound; In front of us lay the immense expanse of the moor, strewn with rocks and boulders.",C1
I would add that you are also the founder of an association: Let’s invert the class.,C2
You have to pay attention to your clothes and your hairstyle,A2
"Don't you think that these old blackened walls, now and formerly symbols of despotism, are a true image of the sad winter?",C1
"Parallel to the urbanization and de-Christianization of French society, the seventh day, freed from these constraints, entered the era of free time.",C2
I'm really glad you could come.,A2
"The order of magnitude at the moment, for example for Africa is around 350 billion euros of debt to its creditors.",B2
"He also stopped at a bakery where he hesitated for a long time between a pain au chocolat, a croissant, and a praline brioche, a typical Lyonnaise pastry.",B2
It is an excellent idea !,B1
Ellenore remained silent.,B2
"Above all, he questions its supposed elective affinity with monotheism alone.",C1
I racked my brain tirelessly for hours to solve this Chinese puzzle.,C1
"In the desert, not all men have black skin.",B1
"On this occasion, the children offer gifts to their mother but also pretty carnations.",B1
"Based on life stories, they dissect the motivations of candidates for professional retraining.",C1
I had a hamburger and fries.,A1
This small number is notably due to his constant and sometimes disastrous experiments with new techniques.,C1
"I then practiced a lot, thanks to my internet addiction",C2
"I spent a few hours at his feet, proclaiming myself the happiest of men, giving him a thousand assurances of tenderness, devotion and eternal respect.",C2
He then witnesses an astonishing spectacle.,A2
"Grown-up children are cursed by the gods, old Zahor said so.",B1
Is there any homework?,A1
What do you do on Saturday and Sunday?,A1
"Overall, almost one in five people (18.9%) live in a household with at least one type of arrears and 10.0% with at least two types of arrears, the percentage of the population with one or two types of payment arrears decreasing with age, level of education and income.",C1
"They had previously received a letter from a widow who, after devoting her life to raising her children alone, only received their visits on very rare occasions.",B2
"I make my bed every day, of course; and I often do the dishes.",A2
There is almost no pollution,B1
"she cried, grabbing Fabrice’s hands.",B2
"Waiter: A table for four, right?",A2
"To avoid forgetting, you can consult the “Guide to formalities” online.",B2
"One day when he came to see us in Paris after dinner, apologizing for being dressed, Françoise having, after his departure, said that he had heard from the coachman that he had dined ""at a princess's"" - ""Yes, at a princess of the demi-monde!” my aunt replied, shrugging her shoulders without looking up from her knitting, with serene irony.",C2
"If the weather is nice, in the afternoon you can go to the Luxembourg Gardens and, in the evening, you can take a boat ride to the Eiffel Tower.",A1
She has a lot of difficulty moving forward in the snow.,A2
"The story is organized by the accumulation of sketches, a process which gives a picaresque tone to the journey, but which also helps to anchor the memories of mobility in places, even if they are only passing through.",C2
"In the village, there are pros and cons.",B1
The employer already has an obligation to cover half of its employees' public transport subscription.,B2
She is 84 years old and she lives in Antibes.,A1
Women are underrepresented in science.,B2
"Hello, I am calling about my photo printer.",A1
"""to his loved ones",A2
"He doesn't change his mind easily, he is stubborn.",B1
The rate of language extinction has thus reached unprecedented proportions in history: 10 per year on a global scale.,C1
"Several studies have demonstrated that the eco-balance of photovoltaic modules (embodied energy. Greenhouse gas emissions.) is relatively positive, compared to other energy production sectors.",C2
This retroactive overcoming of the European Renaissance results in the abandonment of the linear evolutionary model such as the Europe of the Enlightenment and then the positivism of the 19th century had formalized it.,C2
"Clara drank water, her brother drank a glass of wine",A1
"There is a rush: ""let's become a little more independent, less dependent on stores, on imports, on supermarkets"", so a kind of return to artisan know-how, a bit of our ancestors, of our parents, of our grandparents.",B2
This is a project for the peace of our time.,B1
"Just as the behavior of animals is determined by instinct, their environment or biological determinations, the actions and thoughts of men are themselves determined by multiple factors, both internal and external, of which we are most often unaware. existence and power: factors of physiological, psychological, social origin, etc.",C2
"This is the path to follow, let's put an end to this unacceptable gap between the cuisine above (consumed by a minority) and the cuisine below, that of the silent, overflowing and tasteless majority.",C1
"If they go to the cinema for the preview, they will see the latest film by this internationally renowned director.",B2
"Can you explain again, please?",A1
There were three expeditions.,B1
The Inuit only expect a political declaration from her.,C1
"“It used to be thought that if diets had enough energy, micronutrients would follow,” explains Barbara Burlingame, a senior FAO official.",C1
"Considered from birth as a full son by his father, he was however never legitimized.",C2
"It is 1915, in Vitebsk, the birthplace of Marc Chagall.",B2
"A known omen reports that a kite coming from the sky hovered above its cradle, the bird's tail touching the bird's face.",C2
"This heritage quickly revealed itself to be heterogeneous: the poor countries of East Asia, the furthest from the old metropolises, ""emerged"" to varying degrees in the world economy from the 1970s-1980s.",C2
Specializing too much in an environment that is constantly changing is like driving fast with blinders on.,C2
"Thank you Madam, biologist, you founded the site, the Inversons la Classe association.",C1
"I believe that in fifty years of friendship we have not argued once, we have had little words from time to time but we have never butted heads, we have never gone without speaking to each other, never, never, never.",A1
Several thousand classes participated in this project.,C2
"In short, first lesson, Quebecois is not a distorted French but rather a historical French, close to that which was spoken in France before the 17th century",C1
"The upper end of the rope is attached to a board lined with cork, and a very flexible hazel branch, stuck on this board, supports a small bell which rings when the fish, caught on the line, jerks the rope .",C1
"And it wasn't necessarily an image that I liked, as I had the opportunity to change them, I wanted to do it",B1
A quiet week is a real pleasure.,B1
You should also ask questions about the company's work and hours.,A2
I am looking for someone to look after my children aged 1 and 7.,A1
I'm going to take a shower in my bathroom.,A1
Are you ready to discover this Christmas story?,A2
"He passed by us, did not stop talking to his neighbor, and made us from the corner of his blue eye a little sign, somehow inside the eyelids and which, not involving the muscles of his face, was able to pass perfectly. unnoticed by his interlocutor; but, seeking to compensate by the intensity of the feeling for the somewhat narrow field where he circumscribed its expression, in this corner of azure which was assigned to us he made sparkle all the enthusiasm of good grace which went beyond playfulness , bordered on malice; he subtlyed the subtleties of kindness down to the winks of complicity, the half-words, the innuendoes, the mysteries of complicity; and finally exalted the assurances of friendship to the protests of tenderness, to the declaration of love, illuminating then for us alone, with a secret languor invisible to the chatelaine, an enamored pupil in a face of ice.",C2
So all that remains is to wait.,A2
The objective is to reduce health risks and reduce nuisance in public spaces.,B2
The platform will make its entire musical catalog available and says it wants to collaborate with local players to be able to expand its offer of music from the relevant market.,B2
Nicolas is getting married for the second time.,A1
"Equally noble in face and body, in action as at rest, full of grace and measured power, he retained in the midst of effort the unconscious concern for pure attitudes, and the smallest of his gestures seemed beneficial.",B2
"The handsome gentleman, who was a magician, then forced him to take him to the mountain, and to open the rock by touching it with the wonderful herb.",B1
His large Spanish hat fell off in a gesture he made; and immediately the instruments and singers sang the sextet.,C2
"From the depths of the green darkness, all riddled with drops of light, a small human form, curled up in its tracks, tumbled out like a hare.",C2
Forestier laughed a lot at the adventure; both women declared that the indiscreet chatterbox was nothing but a cad and a coward.,C2
He works in town.,A1
"In July, my family and I will go to the South of France.",B1
I will come back with the children next week.,A1
"Marital recomposition after the age of 50 is growing strongly, explains Vincent Caradec, professor of sociology at the University of Lille III (Aging after retirement, PUF).",C1
"They are so cute My favorite is black and white, and it's called",A2
This situation is all the more worrying as the share of value creation by companies resulting from the valorization of these intellectual assets is judged by some to currently exceed that generated by material assets.,C2
"On the left is my bathroom, with a view of my garden.",A2
"And afterwards, you can take a bath in the swimming pool, the water is good!",A1
"“However, strong media exposure of a sporting event, especially when it is associated with good performances on the part of athletes (particularly French), is likely to generate enthusiasm for sporting practice,” explains the 'Insee.",C1
"Beyond these hills, whose summits offer hermitages that we would all like to inhabit, the astonished eye sees the peaks of the Alps, always covered with snow, and their severe austerity reminds it of the misfortunes of life what it has to offer. necessary to increase the present voluptuousness.",C1
"Basically, I have nothing against uniforms.",B1
My house is big,A1
I'll cut your hair.,A1
The man intended to pull his wife out of the hole.,B1
A technician will do what is necessary and call you back in about an hour.,A1
She needed a moment alone.,A2
"But such a life, guided by multiple, polymorphous and above all infinite desires, necessarily leads to torment and unhappiness.",C2
"In 1902, to avoid extinction, Yellowstone National Park (Wyoming) took care of twenty-one bison: they became the first protected animal species.",C1
"Aren't Prince Charles, 56, and his partner, Camilla Parker-Bowles, 57, getting ready to get married, finally?",C1
I won't be able to come tomorrow.,A2
"Having a dog is a real joy, but you still need to take care of it properly.",B1
Do the brain and the beach bucket act as communicating vessels?,C2
What will be left of the learning from the school year at the start of the school year?,C2
Send me a note to confirm your attendance.,A1
The histrionic diplomat even took care to always include in the advertisements a poetic sentence about the fascination of his person and the sensitivity of his soul.,C2
We swim in the pool.,A1
"The cover of the book was turquoise blue, I loved it as soon as I saw it.",B1
"De Buren expresses these different points of view on the resource through a triple definition of the concept: the institutional resource, as it is perceived through the rules which govern its uses, the physical resource perceived through the functions it fulfills and finally the social resource, when it is considered through the relationships which are established between its uses.",C2
This commander fought several epic battles thanks to his bravery and ingenious military tactics.,C1
"According to a survey published last May by BVA (French survey company) and Syntec Numérique (professional federation of the IT sector) in favor of the measure, 87% of French people would even agree that computer programming be taught at school. school.",C1
I became very friendly with the 14 year old girl.,A2
"The second profile represents the cantons which have spatial quota instruments similar in appearance to those of the first group, but which are used with less precision and more easily opening the door to exceptions and modifications of the limits of building zones .",C2
"For fear of appearing ridiculous, Emma wanted, before entering, to take a stroll around the port, and Bovary, out of prudence, kept the tickets in his hand, in the pocket of his pants, which he pressed against his stomach. .",C1
The assessments on the report card are as important as the averages themselves.,B2
"First, we wanted to sleep at the hotel but finally Martine, my childhood friend, offered to go to her place so we accepted.",B1
At the back they have a wonderful garden.,A2
"Halfway through, he often has to turn around.",B2
You ate snails and langoustines served in a dish garnished with crushed ice to keep the prestigious dish cool.,C1
The answer is yes.,A1
Each organ must find its place according to different criteria such as the center of gravity.,C1
"The shopping center is the ideal place to have a good time with family, friends or work colleagues",A2
"She smiled involuntarily with vanity, seeing the crowd rushing to the right through the other corridor, while she was going up the first staircase.",C2
How do I feel? I'm afraid of another rash,A2
"It was then that we saw him, walking on the Prater, carrying in an ostensibly clenched fist the exquisite yellow and black linen handkerchief which loudly evoked the ordinance of 1468 promulgated by a certain Pietro Barbo and demanding that , with nooses around their necks, the race of Guido ran down the Corso for the amusement of the Christian populace, while the ladies of noble birth, seated on spines too refined to relax, rose from their seats and, company of red-robed cardinals and monsignori, applauded with the cold but hysterical abandon of a people who are at once unjust and happy - the pope himself being thrown from his grip on heaven by the laughter of a man who renounces his angels to recover the beast.",C2
Communicating and thinking in so many languages ​​requires contemporary individuals to enter systems and networks that they must understand and prioritize.,C2
There are four members,B1
Which character dies at the end of this story?,B1
They painted the dirty kitchen wall.,A2
The arm is connected to the trunk by the shoulder and to the forearm by the elbow,B1
We can do a flipped classroom while remaining in the transmissive.,B1
"Like Jean-Christophe Deledicq, a computer scientist and founder of the maths bookstore, for whom ""there are so many ways to love mathematics [that he offers] many more or less literary, more or less playful products""",C2
"When you have all your digitized files, you can complete the formality online by filling out the interactive form which you will validate at the end of the entry.",B2
Who is absent ?,A1
"Just as the Christian who wants to free himself from the body, thereby constantly thinks about his body, so these philosophies, constantly in struggle against the empirical, are chained to the empirical.",C2
"He then learns everything related to ""search"", that is to say knowing how to find and identify pedestrian crossings, cycle paths and streets, stopping in front of doors or stairs, knowing how to avoid difficulties, climbing in transport, etc.",B1
"In the meantime, this inflation has boosted interactions and given a new place to Europe vis-à-vis other social groups in the Old World.",C1
You are American and she is English.,A1
I hope to have you near me for a lovely celebration.,A1
"When you called for help, they came to help us",C2
"To this disordered life, Plato opposes a life guided by reason, embodied by Socratic wisdom.",C2
She pretended not to hear him and continued walking forward.,B1
"When it comes time to pay, our little boy always volunteers.",A2
A childhood dream come true.,A1
"The French Fair Trade Platform (PFCE), a network of thirteen main French associations and companies, has developed its own charter.",C1
Nothing is going well: the Socialist Party primaries are turning into a mess.,B2
Tell me where to hide.,A2
There are many pieces,A2
We are on vacation with friends.,A1
"The Austrian Chancellor announced that he no longer wanted to depend on the European Union for the production of vaccines and that, with the Danish Prime Minister, he would initiate discussions with Israel.",B2
Geographic changes then appear as much as causes as consequences of historical dynamics.,C1
"He clarified that he had not planned to do so, and added that he regretted it.",B1
"Gauging the growing interest in his story, the man from Barbès sipped a cup of tea, flashed his toothless smile and continued, in an even livelier voice.",B2
"Going to the countryside, we would have picked berries.",B2
We spent some time in Arcachon and I went to the local school: my grandfather's democratic principles demanded it.,C1
This is a worrying fact that we see in all European capitals: tourists are increasingly staying in apartments rented on websites.,B1
"By analyzing the data collected during assessment tests in primary and secondary schools, we see that today there are no differences in performance between girls and boys.",B2
"This is why he decided to replace the usual automatic doors with doormen in superb livery, which gave a very luxurious character to this airport.",C2
He knew how to defend himself and lie when asked embarrassing questions.,B1
Name them in order.,A1
The bird approached him with very small steps.,A2
"Far from an idle society, we must continue to innovate and help populations who risk seeing their jobs disappear by training them in other talents.",C2
All these holidays have the same goal: to thank mothers for what they do all year round!,A2
"On Sundays, we like to walk as a family in the forest near our house and play games.",A1
"If some small field fifty paces wide interrupts from time to time the clumps of chestnut and wild cherry trees, the satisfied eye sees plants growing more vigorous and happier there than elsewhere.",C1
"An hour later, he gives the tribe a wild goat that he has just killed.",A2
"If you could meet any artist, who would you like to meet?",B1
"Basically, it initiates a progressive policy",C1
A teacher amidst the noise of children: We are going to count them,A2
She is 38 years old,A1
"When used diapers from retirement homes arrive here, they are thrown into this machine.",B2
"Furthermore, Elle, who lives in Paris, explains to us that her daily life has become very difficult due to seasonal rentals: ""Arrivals and departures at any time of the day, parties all night, groups of tourists who invade the lobby of the building with their suitcases. We no longer feel at home.",B1
What are you doing in the park?,A1
"His resistance had exalted all my sensations, all my ideas: I returned from the outbursts which frightened him to a submission, to a tenderness, to an idolatrous veneration.",C1
"But, just as brain uploading can be considered an archetype allowing us to think about digital identity, the reveries of molecular nanotechnology appear to be the distant horizon of today's research.",C2
"When I was little, I lived in the countryside, I wanted to be a writer",A1
"One Monday, Franck and Guillaume, who worked every Sunday as extras in another restaurant on the avenue, went to their grandmother's bedside.",B2
"It is up to man not to allow himself to be intimidated or seduced by the power of robots to the point of losing the sense of the specificity of purely human skills: the apparent illogic specific to emotionality, sensitivity and symbolic imagination makes these faculties inimitable by machines, even programmed to simulate empathy.",C2
"The company was founded in 1931 by Ferdinand Porsche, then taken over by his son Ferry Porsche.",B2
Journalists brought the truth to light about the radioactive waste affair.,B2
"They might as well share their skills with Germany, she thought, especially since the region is seriously lacking teachers.",B2
The belly is located at the lower part of the trunk,B1
My sister prefers to go to the beach to read and sunbathe.,A1
"The adjutant questioned Fabrizio, who spoke to him of his enthusiasm for the Emperor with a very suspicious accent; whereupon this non-commissioned officer asked him to follow him to the colonel's, established on a neighboring farm.",C1
My dad is Italian and he is a florist,A1
Be careful!,A1
I considered her a celestial creature.,B2
"Before Jack Kerouac, but after François Villon, Lajos Kassák faced open spaces, from Budapest to Paris via Germany and Belgium, and remembered them in 1927, when he began his autobiography.",C2
But not by offering microscopic portions presented in a pompous manner.,B2
"Direction Petit Bourg, in Guadeloupe",C1
"Gentle as a lamb, his square jaws soon gave him the profile of a guardian.",B2
"In all cases, one of the spouses was Belgian, the other being Italian, Moroccan or Zairian.",B2
"Referring to the conditions of concurrent examination in the Senate of this bill and the bills relating to the limitation of the accumulation of mandates, he spoke out against the choice of the Senate to link, through a shocking bargain, its decision to reestablish a threshold of 3,500 inhabitants for the application to municipal councilors of the limitation of the accumulation of mandates, with that, taken by the National Assembly, in the project on parity, to lower the threshold to 2,000 inhabitants threshold from which municipal elections would take place using a two-round majority list system.",C2
"Uncles, grandparents, cousins, this year the whole family comes together to celebrate Christmas as it should be",B2
I have just been the victim of a new Internet virus and I want to warn you.,B1
You have to know how to do everything.,A1
"Thus the unalterable patience of robot teachers in North Korea and Japan suits autistic children, but no one knows how other children who do not learn to deal with the moods of a human teacher will develop.",C2
"He climbed onto the arm of the chair, but at the same time Simon sat down in the chair to watch television.",A1
This means that the iron infusion has in principle no influence compared to the placebo infusion and that none of the mentioned donor groups benefited from an iron infusion.,C2
Rush violently into a passage.,B1
The man who caused the scandal did not hide his emotion.,B1
And we bet that these new technologies will be able to create an imagination that is just as rich and fertile and not just be technologies at the service of our reality.,C2
"There we saw the heads of old people, expressionless and peaceful, and which, whitish in hair and complexion, looked like silver medals tarnished by lead vapor.",C1
"By taking any geographical configuration for a historical object and vice versa, geohistory contributes to overcoming conceptions of a world whose diversity would only be translated by timeless and mutually incompatible ""civilizations"".",C1
Police said they had found the Mona Lisa thief.,B1
"For me, everything is fine.",A2
This considerable challenge has led the national and international scientific communities to launch several major projects.,C1
In the evening they went to a concert,A1
"But no woman has yet won the Fields Medal, the equivalent of the Nobel Prize for mathematics.",B2
The hero is dead at the end of the film.,A2
I am beaten.,A1
"And since it was, in its early days, used on sidewalks, it caused numerous accidents.",B2
"Her hair, the two black bands of which each seemed to be made of a single piece, so smooth was it, was separated in the middle of her head by a fine part, which fell slightly along the curve of the skull; and, barely showing the tip of the ear, they merged behind into a abundant bun, with a wavy movement towards the temples, which the country doctor noticed there for the first time in his life.",C2
I'm going back to my vice!,A2
"Our winegrowers took slaps, were humiliated by the Californians and the Chileans and they knew how to react!",B2
Could you pass me the salt?,A1
"To dissuade his high school students from studying fine arts, circus school or pursuing a performing arts diploma, a principal used to tell them this story: I had two friends.",C1
"Since I was little, I have traveled a lot",B1
And in this sense there is a sort of temporal fall of Jesus lowering himself to accommodate himself to Hebrew concepts.,C2
We're going to eat ice cream and candy.,A1
What to do today?,A1
Nationalities not subject to a visa (common list established by member countries) can travel within Schengen territory for a maximum period of 3 months,C1
"And for children, baking workshops will take place every day throughout the day",A2
"Let the marquis be silent on their benches, or else I will make my cane feel their ribbons!",C1
The swallow announces either spring or autumn.,B2
"Something that brought us together was that we were both quite rebellious and quite uh, we liked to do things that were a little out of the ordinary.",A1
He is employed,A1
"In the evening, to relax, I listen to music or watch a little TV",A1
He had broken his wing when he fell from a branch and he could no longer fly.,A2
How did he find this pretty path?,A2
"Then, we can hardly predict the quantity of tests to be managed in parallel.",B2
"But, past the preliminary restrictions, they think it's great.",B2
"For two hundred francs a year, he found to rent in a village, on the borders of the Caux region and Picardy, a sort of accommodation that was half farm, half mansion; and, grief-stricken, consumed with regret, accusing the sky, jealous against everyone, he locked himself away at the age of forty-five, disgusted with men, he said, and determined to live in peace.",C2
He has glasses,A1
"Homework is, of course, completely necessary if you want to make progress in your studies.",B1
I arrived a month ago and I live in a shared apartment with two friends,A1
"At the time she had loved its shiny, gleaming appearance, without the slightest scratch.",C1
"If you were less talkative, people would trust you with more intimate and confidential secrets.",B2
"Because philosophy finds itself increasingly mobilized as a standard in the face of an invasive or aggressive religion, and because it today takes on the features of a secular quasi-religion, a work like that of Pierre Bouretz blurs the lines. too drawn.",C1
The ideal is obviously for the parent to know what concepts their child has struggled with during the year.,C2
"Behind her, she heard him call her.",B1
His brother is next,A1
Other surveys show that teachers question girls more often than their peers from the “stronger” sex on subjects they need to know “by heart”.,C1
But its solar batteries which were to take over did not receive enough light to allow it to remain active.,B1
The contractor presented a very reasonable estimate.,C2
We would have liked to return earlier.,B2
"A throne is a seat, chair or armchair on which a sovereign sits in solemn circumstances.",B1
But I managed to put them all to bed at the same time this time.,B1
Jason is very hungry and looking for a restaurant,B1
Who arrested the thief policeman?,A1
"So he assembled them, gave them axes, and ordered them to cut out a road in the forest that would cross it furthermore.",B2
"The difficult and painful nature of the work is thus expressed in the sentence ""you will work by the sweat of your brow""",C2
"Our techniques and actions continue to produce unpredictable effects, often contrary to our intentions.",C1
"For its part, the American delegation tried to persuade Moscow not to approve the text, arguing that future technologies would make it possible to reduce GHG emissions without constraints.",C1
It was snowing harder and harder.,A2
"He has to study and write for four hours in the morning and can only rest for twenty minutes at recess time, at ten o'clock in the morning.",A2
Project to outsource our drug production and clinical trials.,B2
"I became gloomy, taciturn, uneven in my mood, bitter in my speeches.",C2
"According to journalist Nicholas Carr, intensive use of the Internet modifies our intellectual work behavior and degrades our cognitive abilities.",B2
"At the end of the early morning, another small house which smells very bad in a very narrow street, a tiny house which shelters in its bowels of rotten wood dozens of rats and the turbulence of my six brothers and sisters, a cruel little house whose intransigence panics our end of the month and my whimsical father eaten away by a single misery, I never knew which, that an unpredictable witchcraft soothes into melancholic tenderness or exalts into high flames of anger; and my mother whose legs for our tireless hunger pedal, pedal day and night, I am even awakened at night by these tireless legs which pedal the night and the harsh bite in the soft flesh of the night of a Singer and that my mother pedals, pedals for our hunger, day and night.",C2
"Any attempt to trace the origins of human language would become impossible and the mystery of the ""first language"" would never be solved.",B2
"In addition, there was the large parasol which took up all the space",A2
Ben's house is big,B1
Living nativity scenes are organized there and the parish prepares for midnight mass.,B2
"He found his keys in the dog's kennel, under a pile of leaves.",A2
"Like so many others, for lack of having complied with artificial but necessary conventions, she had seen her hopes deceived, her youth passing without pleasure; and old age had finally reached her without subduing her.",C2
"This situation could suggest that there is a delay in learning one of the two languages, but when we study the vocabulary of bilingual and monolingual children at three years old, we find the same number of words, on average.",B1
The rain comes to water the fields and thus saves the colony from a great misfortune,B2
Claude HAGÈGE is Professor at the Collège de France and Director of Studies at the École Pratique des Hautes Études,B2
"I must not exceed 5, because I do not know 6.",A1
The head consists of the face and the skull which is covered with hair,B1
"Last year, I did two internships in a company.",B1
"Because, if the fixed emoluments were insignificant, there were the occasional ones, there were especially the house collections.",C2
Life is like a box of chocolates: you never know what you're going to get.,B1
"Here, everything is huge, there are people everywhere, people are in a hurry. it's impressive !",A1
Illusion of ugliness which is a changing opinion!,C1
But young people have been waiting for this for a long time.,A2
"When she experienced this extraordinary catastrophe, she suddenly lost her cool.",C1
It is important to drink coffee.,A1
"Almost always, in order to live at peace with ourselves, we disguise our impotences or our weaknesses in calculations and systems: this satisfies that portion of us which is, so to speak, a spectator of the other.",C2
Red is a bright color.,A1
"The Fondation à la pâte was created in 2011, as a continuation of the operation of the same name launched in 1995 by the Academy of Sciences at the initiative of the Nobel Prize in Physics.",C2
"The long rococo rooms, dizzying with plush and gold scrolls, were populated with Roman fragments, white and dissociated: a runner's leg, the half-turned frozen head of a matron struck in the breast, whose blind and bold pupils received a pupil of every fleeting shadow, so that what they looked at was an act of sunshine.",C2
"At the end, Philippe Labro, then vice-president of the radio station, explained: There are two possibilities: either his accent will allow him to be known and that will be very good.",B1
"I have a gun, and you don't.",A2
"The joints are at the top the hip, in the middle the knee and at the bottom the ankle",B1
European officials have their backs against the wall.,C1
"At least seven pro-democracy demonstrators were killed and several injured on Wednesday in Burma by security forces who continued to fire live ammunition, a failure for the international community in its inability to interrupt the spiral of deadly violence.",C1
"My father spoke to him about it again in our subsequent meetings, torturing him with questions, it was useless trouble: like this learned swindler who used to create false palimpsests a labor and a knowledge of which a hundredth part would have been enough to assure him a more lucrative situation, but honorable, Mr. Legrandin, if we had insisted still, would have ended up building an entire ethic of landscape and a celestial geography of lower Normandy, rather than admitting to us that two kilometers from Balbec lived his own sister, and being obliged to offer us a letter of introduction which would not have been such a source of fear for him if he had been absolutely certain - as he indeed should have been with the experience he had of my grandmother's character - that we would not have taken advantage of it.",C2
"We must learn a multitude of languages: scientific such as digital, foreign languages, the languages ​​of sounds and images, the language of the body.",C2
"In France, Christmas is an important time",B1
"The Parisian start-up Syntheligence presents Lighty, a robot with a human face to transmit emotions.",C2
"During these thirty years, two lives unfold before our eyes, with their share of great sorrows and love affairs, disappointments and excitements.",C1
I don't understand anything about this online shopping site!,A2
"The myth of returning to one's roots, the ecological craze, the rejection of public transport and exhausting professional rhythms can also constitute powerful forces.",C1
I'll have a strawberry tart.,A1
"Because where it is applied, this allowance has produced excellent results.",B2
"Héloïse Dufour, so I was saying it, you are a biologist.",C1
"She said: “Finally, we can breathe!” and walked along the soggy paths - too symmetrically aligned for his liking by the new gardener devoid of any feeling for nature and to whom my father had asked since the morning if the weather would improve - with his little enthusiastic and jerky step, adjusted to the movements various things that excited in her soul the intoxication of the storm, the power of hygiene, the stupidity of my education and the symmetry of the gardens, rather than on the unknown desire of her to save her plum skirt from the spots of mud under which she disappeared to a height which was always a despair and a problem for her maid.",C2
My grandfather adores us and gives us many gifts.,A2
"Depending on the objective set in the project, it is a priori logical to focus on the habitat spots of the target species, therefore to look for which meadow spots are the most interesting to ""remove"" from the network; These spots vary greatly in size depending on the areas of the Jura plateaus, with the largest spot reaching 36 km2.",C1
"I saw this great image of Italy rising from the mire in which the Germans kept it submerged; she stretched out her bruised arms, still half laden with chains, towards her king and her liberator.",C1
"I rushed out to meet nature, to thank it for the unexpected benefit, the immense benefit that it had deigned to grant me.",C2
"Although claimed by poets out of a taste for bohemia, the marginality of this way of life is also assigned and suffered during degrading and dehumanizing welcome rituals: collective toilets, bad food, linen of questionable hygiene, but also the cold , hunger, promiscuity and insults. The psychological effects of exposing tired bodies and especially the fear of dispossession of the meager goods carried on the body keep caregivers and those being helped away.",C2
"According to a survey published last May by BVA (French survey company) and Syntec Numérique (professional federation of the IT sector) in favor of the measure, 87% of French people would even agree that computer programming be taught at school. school (24% from primary school, 41% from middle school). But this initiative also arouses considerable reluctance.",C1
Can I offer you a massage while waiting for the plane to leave?,B1
"In the afternoon, she walks in the countryside, or she explores the region",A1
"Back in the kitchen, the peppers are perfectly chopped, Gérard-Michel repeats the same gesture with the parsley, civet and garlic",C1
They meticulously studied the topography of the territory before venturing there to collect equivocal statistical data.,C1
I understand the situation.,A1
I do not want to bother you.,A1
"If I come across Émilie by chance, I will invite her to dinner for New Year's Eve.",B2
He got back in his car and went home to drink his glass of white wine while taking a nice hot bath.,B1
"The idea was to stimulate scientific thinking and expression skills among students, to promote their understanding of the world, and to enable them to better play their role as citizens by proposing educational projects oriented towards social issues ( health education, sustainable development, etc.) with the aim of each of these projects reaching an average of 10,000 classes.",C2
"However, the photovoltaic industry can still improve the environmental performance of its products.",C2
"So, you saw the film, you wrote a text and you described the story.",A2
My second friend studied business.,C1
This glow illuminates the twilight paths that lead to deliverance.,C1
The barn was on fire.,A2
He does not confine them to impenetrable frameworks of colliding civilizations.,C2
"In summer, I like to hike and what do you do in the evening in winter?",A1
Can you tell me the post office please?,A2
The Bedouins cover themselves from head to toe to protect themselves.,B1
"The marquis received her grudgingly, standing in the vestibule, and took a while to understand what she wanted because she was a woman of garbled words and amphigouric circumlocutions.",C2
"Kassák testifies to the heavy protocol of admission to night shelters, sought-after places of charity, as the prospect of a night without a roof over one's head is trying, but also feared for the mistreatment one undergoes there.",C2
And every winter poses a new threat.,B2
I'll take the first one.,A1
I'm cold,A1
The island was quite large.,A1
He thus defends a deterministic philosophical position according to which all events are absolutely necessary and the feeling we have of being free is only a natural illusion,C2
The garden began to bloom after it got hot,C2
"The countess wanted to disembark in the middle of the hurricane and the claps of thunder; she claimed that, placed on an isolated rock in the middle of the lake, and as big as a small room, it would have a singular spectacle; she would see herself besieged on all sides by furious waves; but, jumping from the boat, she fell into the water.",C1
President Macky. Senegal said it well too.,B2
"Plus, I don't get along very well with my mother.",A2
We should create a special time for learning.,B1
I write a little.,A1
Can you speak slower ?,A1
We put cushions on it and can sometimes use it as a bed.,B1
"Toned, grandpa boomers are formatted for change.",B2
You then have to take the metro for twenty minutes before arriving in front of the school.,A1
"“Prince,” they said, “the forest is too wild and too big: no man could penetrate to its heart.",B2
"Night came and the snow was still falling, harder and harder.",A2
I can't sleep because the neighbors are making too much noise.,B1
Their swimsuits were drying in the back of the house and she shed her sweat-soaked work clothes and put on her bikini.,B2
I'm sorry.,A1
"Or rather, he no longer asks himself: he doesn't like school, he hates it.",A2
"In the morning, she goes to the village market to buy fruits and vegetables, and to chat with her neighbors.",A1
"It is very important, especially in an innovation dynamic in which a development team typically works, to see, as a manager, that the people opposite express themselves independently, offer their ideas for improvement in their daily work. .",B2
"When he cleans the apartment, he will throw away the old papers, clean the laundry and open the windows.",B1
Theo checks that he has made his bed before getting dressed and leaving for school.,A2
Do you think the library is open?,A1
She wants to work with foreigners and she can sometimes work on weekends,A1
Today is their wedding.,A1
You tell me it was me who refused to go to your house a year ago.,B1
This is his case.,A2
