sentence,difficulty
"Le sapin trône au milieu du salon avec ses boules multicolores, ses guirlandes argentées et son étoile dorée",B2
"A ce titre, la commune a engagé une procédure de classement en site patrimonial remarquable.",C1
"Oh tu sais, au début, ce n'était pas facile.",A2
Cette situation a perduré.,B2
Les frontières de la communication ont éclaté.,B2
"J'ai courageusement levé mon petit doigt et repris mon souffle, abasourdi par l'étonnement de ce que j'avais vu précédemment.",B2
"Emma se pencha pour le voir, grattant le velours de sa loge avec ses ongles.",B2
"Il faut le faire, mais cela prendra du temps.",A2
Il faut savoir que les étudiants comme les travailleurs attendent ces vacances avec impatience.,B1
"Si vous mangiez moins de féculents et de graisses, vous auriez une taille plus fine et un corps mieux sculpté.",B2
"En France, le développement du commerce équitable passe par l'éducation du grand public, encore peu mobilisé car mal informé.",C1
"C'est la génération du « moi, moi, moi », qui préfère l'accomplissement à l'accumulation de biens, le plaisir au sacrifice, constate Jean-Paul Tréguer, 50 ans, patron de l'agence de publicité Senioragency et pionnier du marketing destiné aux seniors.",C1
On peut cependant affirmer que la Daimler a été la première moto équipée d’un moteur à combustion interne.,C2
Je travaille comme serveur dans un petit restaurant,A1
"On se reverra à la rentrée, j'ai hâte de vous raconter la suite de mon voyage",B1
Le Royaume-Uni a convoqué une nouvelle réunion du Conseil de sécurité vendredi.,B2
"Ils ne connaissaient des pays voisins que ce que leur révélaient les rares visites de voyageurs égarés ou de marchands audacieux, et ne souhaitaient pas en savoir davantage, leur sol étant fertile et suffisant à leurs besoins.",B2
"Il reste à réfléchir aux changements majeurs induits par ces nouvelles technologies sur le plan social, politique et collectif.",B2
Ma mère viendra en France.,B1
"En compétition, il s'agit de 30 tours, l'équipe qui remporte 16 tours gagne, mais le match se termine par une égalité si aucune des deux équipes n'a atteint 16 tours à la fin du trentième tour.",C1
"Ils couraient aussi sur la plage, et Louis gagnait souvent, car il était le plus rapide.",A2
Il était alors équipé d'une machine à vapeur entraînant la roue arrière et de pédales agissant sur la roue avant.,B2
Elle est rapide.,A1
Mon estime de soi s’en est mêlée.,C2
"Aussi, mieux vaut être créatif et envisager des solutions alternatives à l’emploi.",C1
"Un scientifique fabrique un Golem, une créature intelligente à son image, mais ne supporte pas son autonomie, provoque sa révolte et veut le détruire.",B2
"La vie est plus saine, l'air est pur et la vie est moins chère qu'en ville",B1
"Pour remédier à une suspicion d’endogénéité, plusieurs variables instrumentales potentielles sont proposées.",C1
"Pendant que Simon se levait pour le ramasser, le chat s'assit sur la chaise.",A1
"Ce sera inoubliable, j'en suis sûr !",A1
Le chat a alors laissé tomber la télécommande.,A1
S'il te plaît.,A1
Il y a un endroit très agréable pour se promener,A1
"Le nom de ma sœur est Laura, elle a treize ans.",A1
Voici donc votre chambre.,A1
Des start-up développent des solutions sur le thème de la reconnaissance en temps réel de formes dans une vidéo.,C1
L’impudeur et l’ostentation sont critiquées.,B2
L'approche des transformations socio-économiques se voit également à travers l'évolution des activités et les changements des structures démographiques qui conduisent à de nouveaux contrastes géographiques.,C2
"Sur la table il y a un chat noir, un petit livre, un vase, une assiette et un sac",A1
Nous ne buvons que de l'eau,A1
Il fumait un paquet de cigarettes par jour avant d'arrêter.,A2
Ce chien est bizarre.,A1
"Nous bénéficions tous de la couverture de toutes sortes d’assurances bénéfiques et ingénieuses, mais plus nous avançons, plus la lutte contre la précarité redevient nécessaire.",C2
C'est aussi le moment idéal pour profiter de l'eau et aller nager dans la mer ou la piscine.,A1
Je veux aller au zoo et à l'aquarium. et manger de la glace.,A1
Je travaille dans une société d'assistance médicale en tant que médecin consultant pour la partie Asie-Pacifique.,B2
"Aujourd’hui, la méthode est bien rodée.",B1
Il vint l'embrasser avant de se diriger vers la cuisine.,A2
"Salut, je m'appelle Laura.",A1
"Et il y avait de longues discussions, des disputes interminables, dans lesquelles je me glissais avec anxiété et plaisir.",B2
"Le mardi est comme le lundi sauf qu'il n'y a pas d'activités après l'école, David rentre chez lui pour faire ses devoirs et se reposer.",A2
J'espère que vous passez de bonnes vacances à Limoges.,A2
C'est la question que se pose Grégoire.,A2
"Trois Français sur quatre sont favorables à ce que les retraites des fonctionnaires soient calculées sur les salaires des dix dernières années et non plus des six derniers mois comme aujourd'hui, contre 25 dans le privé.",C2
"Cette observation s'appuie tout d'abord sur des observations sur des animaux dits « axéniques », dont la flore intestinale est absente (ce qui est le cas lorsque l'animal naît par césarienne).",C2
J'attends votre réponse. À bientôt.,A1
"Mes parents disent que l'île est très jolie : il y a de très belles plages, on va pouvoir se baigner.",A2
"Si nous savions utiliser correctement votre langue maternelle, nous trouverions du travail en un rien de temps.",B2
Je travaille de 9h à 12h.,A1
Vous effectuerez le paiement en ligne sécurisé de la transaction.,B2
Ce peintre a été profondément choqué par la légèreté avec laquelle ce critique d'art parlait de son œuvre.,B2
Vous aimiez vous déguiser en princesse quand vous étiez petite.,A2
« L’écologie est une pensée complexe qui contextualise et capture toujours les interactions et les rétroactions.,C2
Nous en doutons.,B1
Pouvez-vous créer un fichier PDF après avoir créé une histoire comme celle-ci ?,B1
"Le baron était l'un des seigneurs les plus puissants de Westphalie, car son château possédait une porte et des fenêtres.",B1
Tu es un vrai chef,A1
La réaction de floculation peut présenter diverses modalités dans le dosage de l'antitoxine diphtérique.,C2
"Alors, abasourdie par la gaieté des fidèles, ivre de camaraderie, de calomnie et d'assentiment, Madame Verdurin, perchée sur son perchoir, comme un oiseau dont on aurait trempé le bibelot dans du vin chaud, sanglotait de bonté.",C2
"Cela pourrait déboucher sur des jeux interactifs, qui constituent un excellent moyen de mémorisation.",C2
"Et cette joie ancienne m'apportant la connaissance de ma misère présente, un chemin cahoteux qui plonge une tête dans un creux où elle disperse quelques cabanes ; une route infatigable qui fonce à toute allure vers une colline au sommet de laquelle elle s'enlise soudain dans un mare de maisons maladroites, une route qui monte follement, qui descend imprudemment, et la carcasse de bois comiquement perchée sur de minuscules pieds en ciment que j'appelle "" notre maison"", sa coiffe en étain ondulant au soleil comme une peau qui sèche, la salle à manger, le sol rugueux où brillent des têtes de clous, les solives de sapin et les ombres qui courent au plafond, les chaises de salle à manger en paille fantomatique, la lumière grise de la lampe, la lumière vernissée et rapide des cafards qui bourdonnent à en avoir mal.",C2
Elle ne travaille pas,A1
C'était très intéressant,A2
"Ils s'engouffraient dans les sentiers, puis s'engouffraient dans les arbres et tiraient sur leurs branches.",B2
"Même si on aime un livre, je pense qu'il faut accepter que certains passages du livre soient coupés ou modifiés, car le travail d'écriture est complètement différent du travail d'adaptation cinématographique.",B2
"La société SpaceX conçoit, construit et commercialise les lanceurs Falcon 9, les moteurs Merlin qui les propulsent ainsi que le cargo Dragon et sa version habitée, le Crew Dragon.",C1
Des parents qui ne peuvent pas exercer pleinement leur autorité.,B1
"Selon l'auteur, les tests actuels encouragent les étudiants à développer une réflexion personnelle.",B2
"Il en résulte alors des conséquences désastreuses pour certaines espèces ; pour le cerf, on parle d'une malformation de la mâchoire, d'une masse corporelle limitée, d'organes sous-dimensionnés et d'une vie sexuelle réduite.",C1
"Et il faut construire les marionnettes, confectionner les costumes, réaliser les décors, faire la mise en scène, faire les enregistrements.",A2
"Chez les gros utilisateurs, cette communication comble un « vide existentiel » et contrecarre une « vraie » vie sociale insatisfaisante.",C2
"Parfois cette épreuve se passe mal, entre autonomie et dépendance, entre réussite et échec.",B2
"Outre son rôle, si important pour la recherche en génétique et en biologie moléculaire, de « fournisseur » de quantités illimitées d'ADN à partir d'un échantillon minuscule, la PCR se révélera être un outil essentiel, notamment pour le diagnostic de plusieurs maladies. et la génétique médico-légale.",C2
"Il génère donc un espace où se manifestent des modes d'expression très divers, selon les projets de séances qui présentent plus ou moins d'improvisation ou de mise en forme ainsi qu'en fonction de la variabilité et de la composition des groupes.",C2
"Cependant, dans certains cas, les opérateurs souhaitent rentabiliser au maximum leur concession et dans des délais beaucoup trop courts d'un point de vue écologique.",B2
Nous mangeons à 20 heures. ou plus tard,A1
"Laurine courait maintenant, s'abandonnant complètement au plaisir de ce nouveau jeu et, le visage rose, elle s'élançait avec le grand enthousiasme d'un enfant ravi, à chacune des évasions, à chacune des ruses, à chacune des feintes de son compagnon.",C2
"Catherine Nave-Bekhti, secrétaire générale du Sgen-CFDT, juge cette nouvelle interdiction inutile.",B2
Eviter d'importer l'inflation et surtout contrôler le taux de change du franc suisse par rapport aux grandes monnaies internationales et notamment face à l'euro et au dollar.,C1
"Bien que brève, notre entretien a été productif.",B2
Il existe essentiellement trois catégories principales.,B2
Il a les yeux marrons.,A1
Je suis allé la voir dès que j'ai su qu'elle avait des problèmes.,B1
"Le matin où, à la suite d'une orgie, il se trouva décidément volé, il acheta deux beaux chevaux, prit pour domestique un ancien soldat et palefrenier du marchand de chevaux, et, dans son mépris pour les jeunes Parisiens bavards, partit à l'armée. .",C1
Nous devons nous considérer autant comme citoyens du monde que comme héritiers d’une vieille nation.,C2
Elle a 21 ans,A1
"De plus, ce dernier doit apprendre à bien tenir son chien pour permettre à l’animal de bien le conduire.",B1
Conservation ou exploitation ?,B2
"En entendant la porte d'entrée s'ouvrir, elle leva les yeux de l'ordinateur et vit son mari.",B1
"Les industriels ont entrepris des recherches pour améliorer les procédés de fabrication, les rendre moins énergivores et limiter les déchets à la source, mais la question des matériaux déjà existants se pose aujourd'hui, même si les besoins ne sont pas immédiats.",C2
Je suis né à Toronto.,A1
"Dans cette série télévisée (connue pour inspirer les geeks de tous âges et de toutes nationalités), le holodeck est une sorte de salle de jeux capable de matérialiser n'importe quel environnement, apparemment sans nécessiter d'interface particulière.",C1
"En plus, je détestais la littérature à l'école",A2
"Par ailleurs, certaines limitations sont également apparues, en termes de puissance ou de permis de conduire.",B2
J'habite à paris.,A1
Je suis papa.,A1
Le bilan du gouvernement semble médiocre.,B2
J'aime beaucoup cette exposition.,A1
"Toutes ses envies de dénigrer s'évanouissaient sous la poésie du rôle qui l'envahissait, et, attirée vers l'homme par l'illusion du personnage, elle essayait d'imaginer sa vie, cette vie retentissante, extraordinaire, splendide, et qu'elle aurait pu mener. , cependant, si le hasard l'avait voulu.",C2
Gros bisous et merci beaucoup pour cette nouvelle histoire.,A2
"Suite à une série de retards, cet employé a été mis à pied pour une durée indéterminée",C2
Ils vivront tous les deux dans un joli appartement à Paris.,A2
"Dès que vous avez résolu ce problème, vous êtes parti.",C2
Le public n'a pas reconnu son talent.,A2
Et la grande personne était très heureuse de connaître un homme aussi raisonnable.,B1
Mais il y a un problème .,A1
"« Malheureusement, on voit souvent la capacité de parler anglais comme une force, mais pas forcément d'autres langues », regrette Madame.",B1
Les linguistes estiment qu’un idiome ne peut survivre que s’il compte au moins 100 000 locuteurs.,C1
Les éternels affrontements entre ceux qui militent pour la protection inconditionnelle des sanctuaires naturels et ceux qui défendent les intérêts économiques des sociétés forestières semblent même passés de mode.,B2
"Parfois, Kassák ment sur ses intentions, sa profession ou ses aveux ; il se dit ainsi juif pour bénéficier d'un fonds d'entraide juif (un autre réseau développé à l'échelle européenne) et se fait presque démasquer lorsqu'il tient son livre de prières à l'envers ou peine à retenir les quelques lignes de prières apprises phonétiquement.",C2
"C'est peut-être une petite sœur, un gentil chat comme moi.",A1
"Au-delà de la pression réglementaire, les entreprises qui se lancent dans le recyclage des déchets professionnels s'inquiètent de la réduction des matières premières entrant dans la composition de ces appareils : métaux rares, cuivre, fer.",B2
"Ils ont ainsi permis, pour le meilleur et pour le pire, cette « grande transformation » qui a multiplié la production et autorisé l’accroissement colossal de l’espèce humaine.",C2
C'est dommage que les gens ne fassent pas attention à ce qu'ils consomment.,B1
"Nous parlons français lorsque nous sommes dehors, à l'école ou au marché",A1
Ils sont rentrés chez eux après avoir vécu en Europe,C2
Ils n’ont tout simplement aucune classe.,B1
C’est à la fin du XIXe siècle que les scientifiques commencent à s’intéresser raisonnement aux capacités intellectuelles des hommes et des femmes.,B2
"Ce matin, quand je me suis levé, j'avais un très mauvais mal de tête.",B1
J'adore l'odeur du napalm tôt le matin.,B2
En souvenir du massacre de quelque 60 millions de bisons orchestré à la fin du XIXème siècle pour venir à bout des « Peaux-Rouges ».,C1
Les TED sont des conférences durant lesquelles les intervenants doivent parler 20 minutes sans notes.,B2
"Déplorant que le Sénat ait préféré, au contraire, s'en tenir aux dispositions initiales du projet de loi, il a conclu en constatant qu'il semblait, dans ces conditions, difficile de trouver une conciliation permettant de parvenir à un accord en commission mixte paritaire. .",C2
"A cette occasion, les parents cachent des œufs en chocolat dans la maison et le jardin, et les enfants s'amusent à les chercher.",A2
Nous avons droit à tout sauf à la qualité.,B1
Tout est prêt.,A1
Ma contrainte avec lui a eu une grande influence sur mon caractère.,B2
"En Allemagne, l'université de Potsdam donne la possibilité à des réfugiés ayant été enseignants dans leur pays d'origine de devenir assistants puis professeurs dans des écoles allemandes manquant d'enseignants.",B2
"L’ensemble des sociétés effectivement connectées, dont l’Antiquité méditerranéenne puis l’Europe médiévale ne formaient que l’extrémité occidentale, ne peut plus apparaître uniquement comme un ensemble de civilisations anciennes plus ou moins résistantes à la modernité, objets de l’orientalisme.",C2
C'est par cette voie - ouverte entre la timidité aristotélicienne et l'audace insensée des alchimistes - que passerait toute la science du futur.,C2
"Malgré les progrès réalisés, la situation alimentaire mondiale reste préoccupante, surtout si on la compare aux données démographiques.",C1
"Comme sa valise est trop petite, il demande à Hélène si elle souhaite quand même lui en prêter une : il peut venir la chercher chez elle puisqu'ils n'habitent pas loin l'un de l'autre.",A2
La vapeur tourbillonnait autour des groupes de palmiers entre lesquels apparaissaient des bungalows pittoresques.,B2
"Le jardin est long et étroit, il y a une balançoire en bas et un barbecue, à proximité de la terrasse, sur lequel est posé un transat.",B1
"Le bus est certes très pratique, mais très dépendant de la qualité du trafic.",B2
"Notre charrette avait franchi le sommet d'un autre monticule ; Devant nous s'étendait l'immense étendue de la lande, parsemée de rochers et de rochers.",C1
J’ajoute que vous êtes aussi fondateur d’une association : Inversons la classe.,C2
Il faut faire attention à ses vêtements et à sa coiffure,A2
"Ne pensez-vous pas que ces vieux murs noircis, symboles d'aujourd'hui et d'autrefois du despotisme, sont une véritable image du triste hiver ?",C1
"Parallèlement à l'urbanisation et à la déchristianisation de la société française, le septième jour, libéré de ces contraintes, entre dans l'ère du temps libre.",C2
Je suis vraiment content que tu puisses venir.,A2
"L’ordre de grandeur actuel, par exemple pour l’Afrique, est d’environ 350 milliards d’euros de dette envers ses créanciers.",B2
"Il s'est également arrêté dans une boulangerie où il a longtemps hésité entre un pain au chocolat, un croissant, et une brioche pralinée, une pâtisserie typiquement lyonnaise.",B2
C'est une excellente idée !,B1
Ellénore resta silencieuse.,B2
"Surtout, il remet en question sa prétendue affinité élective avec le seul monothéisme.",C1
Je me suis creusé la tête sans relâche pendant des heures pour résoudre cette énigme chinoise.,C1
"Dans le désert, tous les hommes n’ont pas la peau noire.",B1
"A cette occasion, les enfants offrent des cadeaux à leur maman mais aussi de jolis œillets.",B1
"À partir de récits de vie, ils décortiquent les motivations des candidats à une reconversion professionnelle.",C1
J'ai mangé un hamburger et des frites.,A1
Ce petit nombre est notamment dû à ses expérimentations constantes et parfois désastreuses de nouvelles techniques.,C1
"J'ai ensuite beaucoup pratiqué, grâce à mon addiction à Internet",C2
"J'ai passé quelques heures à ses pieds, me proclamant le plus heureux des hommes, lui donnant mille assurances de tendresse, de dévouement et de respect éternel.",C2
Il assiste alors à un spectacle étonnant.,A2
"Les enfants adultes sont maudits par les dieux, disait le vieux Zahor.",B1
Y a-t-il des devoirs ?,A1
Que fais-tu le samedi et le dimanche ?,A1
"Globalement, près d'une personne sur cinq (18,9%) vit dans un ménage ayant au moins un type d'arriérés et 10,0% avec au moins deux types d'arriérés, le pourcentage de la population ayant un ou deux types d'arriérés de paiement diminuant avec l'âge, niveau d’éducation et de revenus.",C1
"Ils avaient reçu auparavant une lettre d'une veuve qui, après avoir consacré sa vie à élever seule ses enfants, ne recevait leurs visites qu'en de très rares occasions.",B2
"Je fais mon lit tous les jours, bien sûr ; et je fais souvent la vaisselle.",A2
Il n'y a presque pas de pollution,B1
s'écria-t-elle en saisissant les mains de Fabrice.,B2
"Serveur : Une table pour quatre, non ?",A2
"Pour ne pas l’oublier, vous pouvez consulter le « Guide des formalités » en ligne.",B2
"Un jour qu'il venait nous voir à Paris après le dîner, s'excusant d'être habillé, Françoise ayant, après son départ, dit qu'il avait appris par le cocher qu'il avait dîné « chez une princesse » - « Oui, chez une princesse de le demi-monde ! répondit ma tante en haussant les épaules sans lever les yeux de son tricot, avec une ironie sereine.",C2
"S'il fait beau, l'après-midi vous pourrez vous rendre au jardin du Luxembourg et, le soir, vous pourrez faire une promenade en bateau jusqu'à la Tour Eiffel.",A1
Elle a beaucoup de difficulté à avancer dans la neige.,A2
"Le récit s'organise par l'accumulation de croquis, un procédé qui donne un ton picaresque au voyage, mais qui contribue aussi à ancrer les souvenirs de mobilité dans les lieux, même s'ils ne sont que de passage.",C2
"Au village, il y a du pour et du contre.",B1
L'employeur a déjà l'obligation de prendre en charge la moitié de l'abonnement aux transports publics de ses salariés.,B2
Elle a 84 ans et elle habite à Antibes.,A1
Les femmes sont sous-représentées dans les sciences.,B2
"Bonjour, j'appelle à propos de mon imprimante photo.",A1
"""à ses proches",A2
"Il ne change pas d'avis facilement, il est têtu.",B1
Le taux d’extinction des langues a ainsi atteint des proportions sans précédent dans l’histoire : 10 par an à l’échelle mondiale.,C1
"Plusieurs études ont démontré que le bilan écologique des modules photovoltaïques (énergie grise. émissions de gaz à effet de serre.) est relativement positif, par rapport aux autres secteurs de production d'énergie.",C2
Ce dépassement rétroactif de la Renaissance européenne se traduit par l'abandon du modèle évolutionniste linéaire tel que l'Europe des Lumières puis le positivisme du XIXe siècle l'avait formalisé.,C2
"Clara a bu de l'eau, son frère a bu un verre de vin",A1
"Il y a un empressement : ""devenons un peu plus indépendants, moins dépendants des magasins, des importations, des grandes surfaces"", donc une sorte de retour au savoir-faire artisanal, un peu de nos ancêtres, de nos parents, de nos grands-parents.",B2
C'est un projet pour la paix de notre temps.,B1
"Tout comme le comportement des animaux est déterminé par l'instinct, leur environnement ou des déterminations biologiques, les actions et les pensées des hommes sont elles-mêmes déterminées par de multiples facteurs, tant internes qu'externes, que nous ignorons le plus souvent. existence et pouvoir : facteurs d’origine physiologique, psychologique, sociale, etc.",C2
"C'est la voie à suivre, mettons fin à cet écart inacceptable entre la cuisine d'en haut (consommée par une minorité) et la cuisine d'en bas, celle de la majorité silencieuse, débordante et insipide.",C1
"S'ils vont au cinéma pour l'avant-première, ils verront le dernier film de ce réalisateur de renommée internationale.",B2
"Pouvez-vous expliquer à nouveau, s'il vous plaît ?",A1
Il y a eu trois expéditions.,B1
Les Inuit n'attendent d'elle qu'une déclaration politique.,C1
"""On pensait autrefois que si l'alimentation contenait suffisamment d'énergie, les micronutriments suivraient"", explique Barbara Burlingame, une haute fonctionnaire de la FAO.",C1
"Considéré dès sa naissance comme un fils à part entière par son père, il ne fut cependant jamais légitimé.",C2
"Nous sommes en 1915, à Vitebsk, ville natale de Marc Chagall.",B2
"Un présage connu rapporte qu'un cerf-volant venant du ciel planait au-dessus de son berceau, la queue de l'oiseau touchant le visage de l'oiseau.",C2
"Cet héritage s'est vite révélé hétérogène : les pays pauvres d'Asie de l'Est, les plus éloignés des vieilles métropoles, ont « émergé » à des degrés divers dans l'économie mondiale à partir des années 1970-1980.",C2
"Trop se spécialiser dans un environnement en constante évolution, c'est comme conduire vite avec des œillères.",C2
"Merci Madame, biologiste, vous avez fondé le site, l'association Inversons la Classe.",C1
"Je crois qu'en cinquante ans d'amitié nous ne nous sommes pas disputés une seule fois, nous avons eu des petits mots de temps en temps mais nous ne nous sommes jamais affrontés, nous ne sommes jamais restés sans nous parler, jamais, jamais, jamais.",A1
Plusieurs milliers de classes ont participé à ce projet.,C2
"Bref, première leçon, le Québécois n'est pas un français déformé mais plutôt un français historique, proche de celui qui se parlait en France avant le XVIIème siècle.",C1
"L'extrémité supérieure de la corde est attachée à une planche doublée de liège, et une branche de noisetier très souple, fichée sur cette planche, supporte une petite cloche qui sonne lorsque le poisson, attrapé à la ligne, secoue la corde.",C1
"Et ce n'était pas forcément une image qui me plaisait, car j'avais la possibilité de les changer, j'avais envie de le faire",B1
Une semaine tranquille est un vrai plaisir.,B1
Vous devez également poser des questions sur le travail et les horaires de l'entreprise.,A2
Je recherche quelqu'un pour s'occuper de mes enfants âgés de 1 et 7 ans.,A1
Je vais prendre une douche dans ma salle de bain.,A1
Êtes-vous prêt à découvrir cette histoire de Noël ?,A2
"Il est passé à côté de nous, n'a pas cessé de parler à son voisin, et nous a fait du coin de son œil bleu un petit signe, en quelque sorte à l'intérieur des paupières et qui, n'impliquant pas les muscles de son visage, pouvait parfaitement passer. inaperçu de son interlocuteur ; mais, cherchant à compenser par l'intensité du sentiment le champ un peu étroit où il en circonscrivait l'expression, dans ce coin d'azur qui nous était assigné il faisait pétiller tout l'enthousiasme de la bonne grâce qui dépassait l'espièglerie, confinait à la malice ; il subtilisait les subtilités de la bonté jusqu'aux clins d'œil de la complicité, aux demi-mots, aux sous-entendus, aux mystères de la complicité ; et enfin exaltait les assurances de l'amitié aux protestations de tendresse, à la déclaration d'amour, illuminant alors pour nous seuls, d'une langueur secrète invisible à la châtelaine, un élève amoureux dans un visage de glace.",C2
Il ne reste donc plus qu'à attendre.,A2
L’objectif est de réduire les risques sanitaires et de réduire les nuisances dans les espaces publics.,B2
La plateforme mettra à disposition l'intégralité de son catalogue musical et affirme vouloir collaborer avec des acteurs locaux pour pouvoir élargir son offre de musique du marché concerné.,B2
Nicolas se marie pour la deuxième fois.,A1
"Aussi noble de visage que de corps, à l'action comme au repos, plein de grâce et de puissance mesurée, il gardait au milieu de l'effort le souci inconscient des attitudes pures, et le moindre de ses gestes semblait bénéfique.",B2
"Le beau monsieur, qui était magicien, le força alors à l'emmener sur la montagne et à ouvrir le rocher en le touchant avec l'herbe merveilleuse.",B1
Son grand chapeau espagnol tomba dans un geste qu'il fit ; et aussitôt les instruments et les chanteurs chantèrent le sextet.,C2
"Du fond de l'obscurité verte, toute criblée de gouttes de lumière, une petite forme humaine, recroquevillée sur son élan, déboula comme un lièvre.",C2
Forestier a beaucoup ri de l'aventure ; les deux femmes déclarèrent que le bavard indiscret n'était qu'un caduque et un lâche.,C2
Il travaille en ville.,A1
"En juillet, ma famille et moi partirons dans le sud de la France.",B1
Je reviendrai avec les enfants la semaine prochaine.,A1
"Les recompositions conjugales après 50 ans se développent fortement, explique Vincent Caradec, professeur de sociologie à l'université de Lille III (Vieillir après la retraite, PUF).",C1
"Ils sont si mignons. Mon préféré est le noir et blanc, et ça s'appelle",A2
Cette situation est d’autant plus préoccupante que la part de la création de valeur par les entreprises résultant de la valorisation de ces actifs intellectuels est jugée par certains comme dépassant aujourd’hui celle générée par les actifs matériels.,C2
"A gauche se trouve ma salle de bain, avec vue sur mon jardin.",A2
"Et après, vous pourrez prendre un bain dans la piscine, l'eau est bonne !",A1
"« Or, une forte médiatisation d'un événement sportif, surtout lorsqu'il est associé à de bonnes performances de la part d'athlètes (notamment français), est susceptible de susciter un engouement pour la pratique sportive », explique l'Insee.",C1
"Au-delà de ces collines, dont les sommets offrent des ermitages que nous aimerions tous habiter, l'œil étonné aperçoit les sommets des Alpes, toujours recouverts de neige, et leur austérité sévère lui rappelle les malheurs de la vie qu'elle a à offrir. nécessaire pour accroître la volupté présente.",C1
"Au fond, je n'ai rien contre les uniformes.",B1
Ma maison est grande,A1
Je vais te couper les cheveux.,A1
L’homme avait l’intention de sortir sa femme du trou.,B1
Un technicien fera le nécessaire et vous rappellera dans environ une heure.,A1
Elle avait besoin d'un moment seule.,A2
"Mais une telle vie, guidée par des désirs multiples, polymorphes et surtout infinis, conduit forcément aux tourments et au malheur.",C2
"En 1902, pour éviter l'extinction, le parc national de Yellowstone (Wyoming) s'occupa de vingt et un bisons : ils devinrent la première espèce animale protégée.",C1
"Le prince Charles, 56 ans, et sa compagne, Camilla Parker-Bowles, 57 ans, ne s'apprêtent-ils pas enfin à se marier ?",C1
Je ne pourrai pas venir demain.,A2
"Avoir un chien est un vrai bonheur, mais encore faut-il en prendre soin correctement.",B1
Le cerveau et le seau de plage agissent-ils comme des vases communicants ?,C2
Que restera-t-il des apprentissages de l’année scolaire à la rentrée ?,C2
Envoyez-moi un message pour confirmer votre présence.,A1
Le diplomate histrionique prenait même soin de toujours inclure dans les publicités une phrase poétique sur la fascination de sa personne et la sensibilité de son âme.,C2
Nous nageons dans la piscine.,A1
"La couverture du livre était bleu turquoise, je l'ai adoré dès que je l'ai vu.",B1
"De Buren exprime ces différents points de vue sur la ressource à travers une triple définition du concept : la ressource institutionnelle, telle qu'elle est perçue à travers les règles qui régissent ses usages, la ressource physique perçue à travers les fonctions qu'elle remplit et enfin la ressource sociale, lorsqu'on l'envisage à travers les relations qui s'établissent entre ses usages.",C2
Ce commandant a mené plusieurs batailles épiques grâce à sa bravoure et à ses ingénieuses tactiques militaires.,C1
"Selon un sondage publié en mai dernier par la BVA (société d'enquête française) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soit enseignée à l'école. école.",C1
Je suis devenu très ami avec la jeune fille de 14 ans.,A2
"Le deuxième profil représente les cantons qui disposent d'instruments de quotas spatiaux d'apparence similaire à ceux du premier groupe, mais qui sont utilisés avec moins de précision et ouvrant plus facilement la porte à des exceptions et des modifications des limites des zones à bâtir.",C2
"De peur de paraître ridicule, Emma voulut, avant d'entrer, faire un tour dans le port, et Bovary, par prudence, gardait les billets à la main, dans la poche de son pantalon, qu'il pressait contre son ventre. .",C1
Les évaluations portées sur le bulletin sont aussi importantes que les moyennes elles-mêmes.,B2
"Au début, nous voulions dormir à l'hôtel mais finalement Martine, mon amie d'enfance, nous a proposé d'aller chez elle donc nous avons accepté.",B1
"A l'arrière, ils ont un magnifique jardin.",A2
"A mi-parcours, il doit souvent se retourner.",B2
Vous mangiez des escargots et des langoustines servis dans un plat garni de glace pilée pour garder au frais le plat prestigieux.,C1
La réponse est oui.,A1
Chaque organe doit trouver sa place selon différents critères comme le centre de gravité.,C1
"Le centre commercial est le lieu idéal pour passer un bon moment en famille, entre amis ou collègues de travail",A2
"Elle sourit involontairement avec vanité, en voyant la foule se précipiter vers la droite par l'autre couloir, tandis qu'elle montait le premier escalier.",C2
Comment je me sens? J'ai peur d'une autre éruption cutanée,A2
"C'est alors qu'on le vit, marchant sur le Prater, portant dans un poing ostensiblement fermé l'exquis mouchoir de lin jaune et noir qui évoquait haut et fort l'ordonnance de 1468 promulguée par un certain Pietro Barbo et exigeant que, la corde autour du cou, les La race de Guido parcourait le Corso pour l'amusement de la population chrétienne, tandis que les dames de noble naissance, assises sur des épines trop raffinées pour se détendre, se levaient de leurs sièges et, en compagnie des cardinaux et des monseigneurs en robe rouge, applaudissaient avec le froid mais abandon hystérique d'un peuple à la fois injuste et heureux, le pape lui-même étant arraché de son emprise sur le ciel par le rire d'un homme qui renonce à ses anges pour récupérer la bête.",C2
Communiquer et penser dans autant de langues nécessite que les individus contemporains pénètrent dans des systèmes et des réseaux qu'ils doivent comprendre et prioriser.,C2
Il y a quatre membres,B1
Quel personnage meurt à la fin de cette histoire ?,B1
Ils ont peint le mur sale de la cuisine.,A2
Le bras est relié au tronc par l'épaule et à l'avant-bras par le coude,B1
On peut faire une classe inversée tout en restant dans le transmissif.,B1
"Comme Jean-Christophe Deledicq, informaticien et fondateur de la librairie de mathématiques, pour qui ""il y a tellement de façons d'aimer les mathématiques [qu'il propose] de nombreux produits plus ou moins littéraires, plus ou moins ludiques""",C2
"Lorsque vous disposerez de tous vos dossiers numérisés, vous pourrez effectuer la formalité en ligne en remplissant le formulaire interactif que vous validerez à la fin de la saisie.",B2
